Period,Geography,migration_qtr,total_pop
2002Q4,Connecticut,4.873232,3472.775
2003Q1,Connecticut,4.238961,3479.062
2003Q2,Connecticut,3.068654776,3484.336
2003Q3,Connecticut,1.638841152,3488.337
2003Q4,Connecticut,0.49481,3491.349609
2004Q1,Connecticut,-0.09222908,3493.795
2004Q2,Connecticut,-0.11624556,3496.094
2004Q3,Connecticut,0.4022737,3498.790283
2004Q4,Connecticut,0.6890914,3501.653
2005Q1,Connecticut,0.6512798,3504.452637
2005Q2,Connecticut,0.278757334,3506.956
2005Q3,Connecticut,0.8030449,3510.062
2005Q4,Connecticut,0.2693171,3512.708
2006Q1,Connecticut,-0.0581967,3515.192
2006Q2,Connecticut,-0.5332594,3517.46
2006Q3,Connecticut,-1.337806,3519.182
2006Q4,Connecticut,-1.202701,3521.293
2007Q1,Connecticut,-0.7442783,3523.943
2007Q2,Connecticut,0.040251,3527.27
2007Q3,Connecticut,0.9347363,3531.385
2007Q4,Connecticut,1.556279,3536.016
2008Q1,Connecticut,1.805605,3540.852
2008Q2,Connecticut,1.67591,3545.579
2008Q3,Connecticut,1.344463,3549.994
2008Q4,Connecticut,0.9974877,3554.082
2009Q1,Connecticut,0.8742154,3557.975
2009Q2,Connecticut,0.9808158,3561.807
2009Q3,Connecticut,2.025015,3566.354
2009Q4,Connecticut,2.353139,3571.12
2010Q1,Connecticut,2.387474,3575.82
2010Q2,Connecticut,2.126679,3580.171
2010Q3,Connecticut,1.635599,3583.944
2010Q4,Connecticut,1.135942,3587.13
2011Q1,Connecticut,0.6419868,3589.775
2011Q2,Connecticut,0.1504718,3591.927
2011Q3,Connecticut,-0.2762851,3593.65
2011Q4,Connecticut,-0.564412,3595.083
2012Q1,Connecticut,-0.6325089,3596.382
2012Q2,Connecticut,-0.477794,3597.705
2012Q3,Connecticut,-0.228406,3599.147
2012Q4,Connecticut,-0.1276107,3600.561
2013Q1,Connecticut,-0.3261417,3601.739
2013Q2,Connecticut,-0.8308416,3602.47
2013Q3,Connecticut,-1.490809,3602.601
2013Q4,Connecticut,-2.091236,3602.189
2014Q1,Connecticut,-2.533324,3601.348
2014Q2,Connecticut,-2.813632,3600.188
2014Q3,Connecticut,-2.993175,3598.811
2014Q4,Connecticut,-3.120234,3597.27
2015Q1,Connecticut,-3.179161,3595.606
2015Q2,Connecticut,-3.168431,3593.862
2015Q3,Connecticut,-3.104723,3592.091
2015Q4,Connecticut,-2.939213,3590.395
2016Q1,Connecticut,-2.710677,3588.888
2016Q2,Connecticut,-2.421387,3587.685
2016Q3,Connecticut,-2.018255,3586.899
2016Q4,Connecticut,-1.500686,3586.644
2017Q1,Connecticut,-0.8692346,3587.034
2017Q2,Connecticut,-0.1238248,3588.184
2017Q3,Connecticut,-0.7977927,3588.652
2017Q4,Connecticut,-1.090099,3588.843
2018Q1,Connecticut,-1.373083,3588.764
2018Q2,Connecticut,-1.414592,3588.654
2018Q3,Connecticut,-1.436089,3588.533
2018Q4,Connecticut,-1.423561,3588.435
2019Q1,Connecticut,-1.442204,3588.328
2019Q2,Connecticut,-1.531812,3588.136
2019Q3,Connecticut,-1.573284,3587.906
2019Q4,Connecticut,-1.530805,3587.721
2020Q1,Connecticut,-1.464653,3587.602
2020Q2,Connecticut,-1.311694,3587.63
2020Q3,Connecticut,-0.9098785,3588.058
1990Q1,Delaware,1.723397732,666.5082
1990Q2,Delaware,1.898865819,669.567
1990Q3,Delaware,2.108325,672.8589478
1990Q4,Delaware,2.224892378,676.2912
1991Q1,Delaware,2.249949,679.7397
1991Q2,Delaware,2.185822248,683.08
1991Q3,Delaware,2.029365778,686.2201
1991Q4,Delaware,1.908409834,689.1957
1992Q1,Delaware,1.841516495,692.0747
1992Q2,Delaware,1.828066468,694.9250488
1992Q3,Delaware,1.866437,697.798645
1992Q4,Delaware,1.892960787,700.6838
1993Q1,Delaware,1.898022175,703.5527
1993Q2,Delaware,1.881939292,706.378
1993Q3,Delaware,1.851289153,709.1452
1993Q4,Delaware,1.859783,711.8936
1994Q1,Delaware,1.912350297,714.676
1994Q2,Delaware,2.008247852,717.545
1994Q3,Delaware,2.137771845,720.5344
1994Q4,Delaware,2.225759506,723.6027
1995Q1,Delaware,2.254267454,726.6893
1995Q2,Delaware,2.223301649,729.734
1995Q3,Delaware,2.14267087,732.6871
1995Q4,Delaware,2.05569768,735.5422
1996Q1,Delaware,1.979296803,738.304
1996Q2,Delaware,1.913731,740.977
1996Q3,Delaware,1.862034,743.5753
1996Q4,Delaware,1.862864375,746.1516
1997Q1,Delaware,1.906713367,748.7681
1997Q2,Delaware,1.992158532,751.487
1997Q3,Delaware,2.119553328,754.3503
1997Q4,Delaware,2.208186,757.3189
1998Q1,Delaware,2.239260197,760.3336
1998Q2,Delaware,2.212997675,763.335
1998Q3,Delaware,2.142788172,766.2789
1998Q4,Delaware,2.088929176,769.1816
1999Q1,Delaware,2.074040651,772.0749
1999Q2,Delaware,2.098699808,774.99
1999Q3,Delaware,2.137350798,777.9409
1999Q4,Delaware,2.119366407,780.8712
2000Q1,Delaware,2.0326,783.7065
2000Q2,Delaware,1.877285719,786.373
2000Q3,Delaware,1.676310897,788.825
2000Q4,Delaware,1.544288516,791.1316
2001Q1,Delaware,1.497671843,793.3904
2001Q2,Delaware,1.535563,795.699
2001Q3,Delaware,1.652049422,798.1361
2001Q4,Delaware,1.771441579,800.7043
2002Q1,Delaware,1.870591402,803.3874512
2002Q2,Delaware,1.949311376,806.169
2002Q3,Delaware,2.012754,809.0335
2002Q4,Delaware,2.063759565,811.9685
2003Q1,Delaware,2.115414143,814.9622
2003Q2,Delaware,2.16866231,818.003
2003Q3,Delaware,2.216574,821.0853
2003Q4,Delaware,2.283912182,824.2289
2004Q1,Delaware,2.381876469,827.4595
2004Q2,Delaware,2.510675669,830.803
2004Q3,Delaware,2.70332,834.3237
2004Q4,Delaware,2.812871456,837.9383
2005Q1,Delaware,2.811141253,841.5723
2005Q2,Delaware,2.694325686,845.15
2005Q3,Delaware,2.7737,848.8674
2005Q4,Delaware,2.573018,852.4436
2006Q1,Delaware,2.418711,855.9235
2006Q2,Delaware,2.22738,859.268
2006Q3,Delaware,1.933256,862.3745
2006Q4,Delaware,1.86441,865.4664
2007Q1,Delaware,1.863523,868.5801
2007Q2,Delaware,1.929952,871.749
2007Q3,Delaware,2.012115,874.9885
2007Q4,Delaware,1.976244,878.1807
2008Q1,Delaware,1.813153,881.1885
2008Q2,Delaware,1.522399,883.874
2008Q3,Delaware,1.151602,886.1572
2008Q4,Delaware,0.8673494,888.1251
2009Q1,Delaware,0.733695,889.9314
2009Q2,Delaware,0.7502286,891.73
2009Q3,Delaware,0.9027455,893.6326
2009Q4,Delaware,1.029195,895.6288
2010Q1,Delaware,1.108069,897.6711
2010Q2,Delaware,1.139152,899.712
2010Q3,Delaware,1.137411,901.7194
2010Q4,Delaware,1.164052,903.7214
2011Q1,Delaware,1.210515,905.7618
2011Q2,Delaware,1.275022,907.884
2011Q3,Delaware,1.364506,910.1129
2011Q4,Delaware,1.404396,912.3986
2012Q1,Delaware,1.415261,914.6732
2012Q2,Delaware,1.398836,916.868
2012Q3,Delaware,1.338949,918.9404
2012Q4,Delaware,1.337603,920.9492
2013Q1,Delaware,1.374689,922.9789
2013Q2,Delaware,1.446758,925.114
2013Q3,Delaware,1.578495,927.4139
2013Q4,Delaware,1.670787,929.8388
2014Q1,Delaware,1.734986,932.324
2014Q2,Delaware,1.773732,934.805
2014Q3,Delaware,1.758684,937.2281
2014Q4,Delaware,1.734471,939.5846
2015Q1,Delaware,1.691806,941.8768
2015Q2,Delaware,1.629039,944.107
2015Q3,Delaware,1.572262,946.2815
2015Q4,Delaware,1.536919,948.4214
2016Q1,Delaware,1.538696,950.5519
2016Q2,Delaware,1.578124,952.698
2016Q3,Delaware,1.64252,954.8847
2016Q4,Delaware,1.731658,957.1371
2017Q1,Delaware,1.846101,959.4802
2017Q2,Delaware,1.985721,961.939
2017Q3,Delaware,1.942382,964.3411
2017Q4,Delaware,1.890593,966.6875
2018Q1,Delaware,1.792789,968.9316
2018Q2,Delaware,1.694972,971.0728
2018Q3,Delaware,1.596449,973.1104
2018Q4,Delaware,1.520729,975.0672
2019Q1,Delaware,1.505637,977.0041
2019Q2,Delaware,1.492732,978.9231
2019Q3,Delaware,1.479591,980.8236
2019Q4,Delaware,1.46634,982.7052
2020Q1,Delaware,1.452122,984.5658
2020Q2,Delaware,1.4376,986.4032
2020Q3,Delaware,1.426933,988.2214
1990Q1,District Of Columbia,-7.653450489,609.489563
1990Q2,District Of Columbia,-6.676281,605.321
1990Q3,District Of Columbia,-5.021091461,602.8132
1990Q4,District Of Columbia,-3.703269,601.6293
1991Q1,District Of Columbia,-2.975583792,601.1785
1991Q2,District Of Columbia,-2.837960482,600.87
1991Q3,District Of Columbia,-3.160725355,600.2432
1991Q4,District Of Columbia,-3.424558401,599.3573
1992Q1,District Of Columbia,-3.448821,598.4015
1992Q2,District Of Columbia,-3.231292,597.565
1992Q3,District Of Columbia,-2.886362314,596.9761
1992Q4,District Of Columbia,-2.657170534,596.5198364
1993Q1,District Of Columbia,-2.672799349,596.0201
1993Q2,District Of Columbia,-2.938438416,595.301
1993Q3,District Of Columbia,-3.340285,594.2261
1993Q4,District Of Columbia,-3.720201731,592.8169
1994Q1,District Of Columbia,-3.970825,591.1341553
1994Q2,District Of Columbia,-4.08731842,589.239
1994Q3,District Of Columbia,-4.147036552,587.1886
1994Q4,District Of Columbia,-4.165273666,585.0256
1995Q1,District Of Columbia,-4.176171303,582.7887573
1995Q2,District Of Columbia,-4.1824193,580.517
1995Q3,District Of Columbia,-4.14236,578.2574
1995Q4,District Of Columbia,-4.022575378,576.0892
1996Q1,District Of Columbia,-3.824845,574.0999
1996Q2,District Of Columbia,-3.549595356,572.377
1996Q3,District Of Columbia,-3.22074151,570.9742
1996Q4,District Of Columbia,-2.973437309,569.8099
1997Q1,District Of Columbia,-2.836599,568.7689
1997Q2,District Of Columbia,-2.809962,567.736
1997Q3,District Of Columbia,-2.838677406,566.6561
1997Q4,District Of Columbia,-2.681897,565.7146
1998Q1,District Of Columbia,-2.292510748,565.1573486
1998Q2,District Of Columbia,-1.671505213,565.23
1998Q3,District Of Columbia,-0.9067798,566.076355
1998Q4,District Of Columbia,-0.405545145,567.4327393
1999Q1,District Of Columbia,-0.2751546,568.9335
1999Q2,District Of Columbia,-0.5159012,570.213
1999Q3,District Of Columbia,-1.024527669,571.0032
