Geography,year,GDP,labor_part,PCI,HPI,purch_orig,refi_orig,hsng_affrdblty,migration_qtr,total_pop
California,1996,1011.3719936767579,65.76132399353028,25837.2594921875,201.8087971,349.88277,196.95216212,97.25562675,100.74165583,32077.1046475
California,1997,1081.4440002441406,66.25526248901366,27093.344375,207.25887035,407.3445481,210.40712513,97.03591925,202.44343,32548.3981825
California,1998,1151.1190185546875,66.5035075,28972.58419921875,224.61722675,555.1659945,763.287033,98.635441,224.64600000000002,33052.4326175
California,1999,1248.0059814453125,66.41638144226074,30417.306894531248,242.640207025,632.8012014999999,449.7461898,97.50829675,214.31342999999998,33559.4582425
California,2000,1362.9949951171875,67.14462615966798,33031.04181640625,273.0910316,690.6986925,197.7209,83.42138075,214.7673,34051.93797
California,2001,1376.1630112304688,67.12046612731933,33624.5340234375,307.791513125,693.51469,1229.8523865,82.1513025,163.36512018,34528.0380875
California,2002,1431.2670163574219,66.6943553930664,33852.5985546875,342.043427875,839.6032735,1754.1275178,77.30544875,95.41210075000001,34920.6340625
California,2003,1523.4729919433594,65.9269275,35191.0462109375,384.560264125,1058.4093523,2581.2091515,73.53205299999999,77.55533668,35294.378125
California,2004,1645.0839775390625,65.56050383117676,37513.6942578125,471.731034925,1159.2408689,1811.5898354,62.10396375,8.373329113999999,35608.97035
California,2005,1766.6927500000002,65.4849875,39490.825078125,582.8231461,1305.5965299,1842.0059706,54.8741265,-81.73864427,35853.821485
California,2006,1879.5205,65.3364625,42305.3725,641.95841345,1069.3411,1555.4686000000002,49.7767465,-135.87997000000001,36045.0475
California,2007,1956.52275,65.62440000000001,43637.3075,606.80892925,747.7607,1222.3016,53.056859,-38.941853,36295.2725
California,2008,1983.92625,65.93728,44109.7075,486.56576340000004,475.52575,522.41036,83.21888325,40.864385,36648.5525
California,2009,1912.115,65.20023,42171.4,421.319290325,467.46109,884.2817,112.04828499999999,61.01559,37007.555
California,2010,1965.88575,64.134895,43271.475,409.56671707500004,393.6255,969.2051,102.17751,79.78244,37370.51
California,2011,2036.29675,63.372395000000004,45799.775,387.566067525,363.10215,828.3498,110.41524749999999,84.09284,37716.595
California,2012,2131.19925,62.966502500000004,48305.525,387.977269275,424.74468,1399.2111,113.3922325,84.44052,38059.2825
California,2013,2223.8914999999997,62.636935,48497.2,437.48502217500004,504.75659999999993,1095.598,91.77516425,89.0024,38391.9075
California,2014,2358.81125,62.337644999999995,51257.7325,491.7963123,515.7664,566.7798,83.73405675,101.17145,38744.065
California,2015,2505.85325,62.164494999999995,54615.51,527.169536875,600.9832,897.1637000000001,84.0456275,66.83953,39065.905
California,2016,2622.7305,62.243539999999996,56264.75,565.3394889,692.3537,1197.3861,86.61007325,30.553685,39325.8675
California,2017,2745.3047500000002,62.1566325,58222.1075,608.7600864999999,739.2957,693.6916,79.95807450000001,6.5121549,39565.82
California,2018,2864.1165,62.564735000000006,60080.115,629.7427279999999,373.9558,294.78470000000004,74.25672499999999,-17.81931,39734.96
Colorado,1990,78.460785,70.84839373291015,19554.14990234375,128.694831725,46.23318749,8.314935198,122.0327575,22.661458896,3317.094628
Colorado,1991,82.716,70.610715,20204.04345703125,133.55199472500001,32.271899,14.764349871,127.54419250000001,65.41479026,3400.57719575
Colorado,1992,90.82974,70.38849131591797,21284.20556640625,142.722990175,52.64539534,46.29712255,139.272215,83.61078257999999,3510.85218025
Colorado,1993,99.84130516784668,71.10237749999999,22314.04296875,155.71578285,59.98063469,68.09508647,150.1211575,84.08074596,3627.63321575
Colorado,1994,108.44888609619142,72.6964,23335.69826171875,174.690855475,52.562351220000004,14.984580187999999,136.7865325,76.60218664,3737.21667775
Colorado,1995,116.16617584228516,73.5550875,24702.1948046875,188.5246392,50.92436695,25.184911341,122.45078,66.50428683,3838.1275
Colorado,1996,124.23341843872069,72.60991613098145,26005.40408203125,199.73971285,60.12680625,30.257469268,122.1983425,64.20837207,3932.377
Colorado,1997,135.86800494384767,72.857585,27303.3919921875,210.38567749999999,64.01599173,31.421353488999998,122.68466749999999,65.5659399,4030.2405625
Colorado,1998,150.55500411987305,74.27725629516601,29566.6108203125,222.938076075,91.73920634,107.78252547,129.05714,71.38391153,4130.6076015
Colorado,1999,164.83500289916992,73.4536575,31167.31767578125,242.312791975,102.24054527,58.48660538,123.2374125,70.16008712,4238.4672332499995
Colorado,2000,181.4879999572754,72.293885,33919.6053125,270.66354365,114.88437383,28.616533179999998,107.7035775,63.27194024,4339.92625
Colorado,2001,188.10800170898438,71.53877380615235,34863.8297265625,296.07144485000003,117.72956849,182.4530933,109.9076975,46.38659715,4434.34445125
Colorado,2002,193.068000793457,71.7901875,34769.9859375,310.8413791,113.40942763999999,207.31533525999998,110.635155,8.632537,4494.8958505
Colorado,2003,198.81099700927734,71.997375,35086.2473828125,318.880976325,125.90282486000001,292.8538649,114.908095,1.9969773999999998,4534.51163875
Colorado,2004,204.24199818115233,72.51414120117188,35894.0618359375,330.01274954999997,119.73788261,146.13742765,114.4116575,12.607797465,4581.518876
